orderNumber,postingId,moment,isReturned,returnReason
59152100-0146,xxxxx9328303000,2026-04-09 17:29:53,0,
59152100-0146,xxxxx9328303000,2026-04-09 17:29:53,0,
59152100-0146,xxxxx9328303000,2026-04-09 17:29:53,0,
59152100-0146,xxxxx9328303000,2026-04-09 17:29:53,0,
51545990-0382,xxxxx1510346000,2026-04-09 17:06:59,0,
51545990-0363,xxxxx7389713000,2026-04-09 17:06:59,0,
0137130693-0048,xxxxx4256762000,2026-04-09 16:54:32,0,
0146388996-0078,xxxxx8514096000,2026-04-09 16:44:11,0,
0146388996-0079,xxxxx2009724000,2026-04-09 16:44:11,0,
0146388996-0074,xxxxx8736684000,2026-04-09 16:44:11,1,Изменил решение о покупке/Товар не подошёл
0146388996-0073,xxxxx0668406000,2026-04-09 16:44:11,1,Изменил решение о покупке/Товар не подошёл
89997057-0097,xxxxx0910763000,2026-04-09 16:43:51,0,
89997057-0075,xxxxx5913510000,2026-04-09 16:43:51,0,
0147970752-0099,xxxxx9460648000,2026-04-09 16:22:07,0,
0147970752-0097,xxxxx9554908000,2026-04-09 16:22:07,0,
0147970752-0100,xxxxx4610918000,2026-04-09 16:22:07,0,
0133022527-0238,xxxxx2613415000,2026-04-09 16:17:46,0,
0133022527-0238,xxxxx2613453000,2026-04-09 16:17:46,0,
0133022527-0236,xxxxx2994764000,2026-04-09 16:17:46,0,
0133022527-0232,xxxxx8060904000,2026-04-09 16:17:46,0,
0133022527-0233,xxxxx8213271000,2026-04-09 16:17:46,0,
36632695-0231,xxxxx8879164000,2026-04-09 16:06:39,0,
36632695-0231,xxxxx8879166000,2026-04-09 16:06:39,0,
36632695-0231,xxxxx8879165000,2026-04-09 16:06:39,0,
36632695-0212,xxxxx1829507000,2026-04-09 16:06:38,0,
52231380-0061,xxxxx9576513000,2026-04-09 15:37:42,0,
52231380-0057,xxxxx6702920000,2026-04-09 15:37:41,0,
15688129-0346,xxxxx2174517000,2026-04-09 14:49:51,0,
98510198-0096,xxxxx1340212000,2026-04-09 14:19:22,1,Изменил решение о покупке/Товар не подошёл
59531974-0095,xxxxx6009202000,2026-04-09 13:45:17,0,
59884382-0303,xxxxx6636962000,2026-04-09 11:28:07,0,
49786528-0024,xxxxx4770597000,2026-04-09 11:13:48,0,
49786528-0023,xxxxx6070606000,2026-04-09 11:13:48,0,
49786528-0022,xxxxx7675219000,2026-04-09 11:13:47,1,Изменил решение о покупке/Товар не подошёл
42791284-0209,xxxxx9144934000,2026-04-08 20:46:41,1,Изменил решение о покупке/Товар не подошёл
42791284-0213,xxxxx7087128000,2026-04-08 20:46:41,0,
42791284-0209,xxxxx9144918000,2026-04-08 20:46:41,0,
42791284-0212,xxxxx5089555000,2026-04-08 20:46:41,0,
42791284-0208,xxxxx6301496000,2026-04-08 20:46:41,0,
73481021-0196,xxxxx3225976000,2026-04-08 20:43:46,0,
73481021-0195,xxxxx1104317000,2026-04-08 20:43:45,0,
65906371-0128,xxxxx5492829000,2026-04-08 20:41:25,0,
51972586-1259,xxxxx4624212000,2026-04-08 20:36:08,0,
51972586-1259,xxxxx6457181000,2026-04-08 20:36:08,0,
51972586-1257,xxxxx6756471000,2026-04-08 20:36:08,0,
51972586-1257,xxxxx6755030000,2026-04-08 20:36:08,0,
51972586-1257,xxxxx6755031000,2026-04-08 20:36:08,0,
51972586-1254,xxxxx9129639000,2026-04-08 20:36:08,0,
51972586-1252,xxxxx1682739000,2026-04-08 20:36:08,0,
51972586-1256,xxxxx4433609000,2026-04-08 20:36:08,0,
51972586-1255,xxxxx4417983000,2026-04-08 20:36:08,0,
51972586-1261,xxxxx9048055000,2026-04-08 20:36:08,0,
51972586-1260,xxxxx5197673000,2026-04-08 20:36:08,0,
37371712-0296,xxxxx3656005000,2026-04-08 20:27:21,0,
37371712-0295,xxxxx0057124000,2026-04-08 20:27:21,0,
0103171578-0101,xxxxx3051687000,2026-04-08 20:24:16,0,
0148025230-0075,xxxxx4866284000,2026-04-08 20:23:45,0,
0148025230-0076,xxxxx8807804000,2026-04-08 20:23:45,0,
0148025230-0079,xxxxx3764086000,2026-04-08 20:23:45,0,
0148025230-0078,xxxxx3361282000,2026-04-08 20:23:45,0,
0112071548-0128,xxxxx4801640000,2026-04-08 20:10:12,0,
0155982997-0010,xxxxx0161247000,2026-04-08 19:59:38,0,
81707356-0082,xxxxx0035890000,2026-04-08 19:57:32,0,
81707356-0079,xxxxx9710020000,2026-04-08 19:56:37,0,
83712863-0152,xxxxx4657362000,2026-04-08 19:48:20,0,
83712863-0144,xxxxx1166506000,2026-04-08 19:48:20,0,
15536946-0283,xxxxx1394288000,2026-04-08 19:33:18,0,
72887592-0121,xxxxx1293750000,2026-04-08 19:31:00,0,
72887592-0120,xxxxx7399477000,2026-04-08 19:31:00,0,
57688971-0164,xxxxx7959782000,2026-04-08 19:21:25,0,
57688971-0141,xxxxx0276136000,2026-04-08 19:21:24,0,
57688971-0166,xxxxx0233450000,2026-04-08 19:21:24,0,
0241204753-0014,xxxxx7893948000,2026-04-08 18:59:13,0,
69698591-0036,xxxxx7074352000,2026-04-08 18:56:53,0,
69698591-0037,xxxxx7744069000,2026-04-08 18:56:53,0,
69698591-0037,xxxxx7743255000,2026-04-08 18:56:53,0,
69698591-0034,xxxxx1902645000,2026-04-08 18:56:53,0,
69698591-0034,xxxxx1900561000,2026-04-08 18:56:53,0,
69698591-0034,xxxxx1900560000,2026-04-08 18:56:53,0,
69698591-0034,xxxxx1900572000,2026-04-08 18:56:53,0,
69698591-0034,xxxxx1902641000,2026-04-08 18:56:53,0,
69698591-0034,xxxxx1902642000,2026-04-08 18:56:53,0,
69698591-0034,xxxxx1900562000,2026-04-08 18:56:53,0,
87914110-0060,xxxxx3544462000,2026-04-08 18:47:33,0,
87914110-0060,xxxxx3544462000,2026-04-08 18:47:33,0,
87914110-0062,xxxxx1282672000,2026-04-08 18:47:33,0,
87914110-0059,xxxxx0747191000,2026-04-08 18:47:33,0,
87914110-0058,xxxxx0118812000,2026-04-08 18:47:33,0,
87914110-0058,xxxxx4551773000,2026-04-08 18:47:33,0,
87914110-0061,xxxxx8027119000,2026-04-08 18:47:33,0,
0129879818-0392,xxxxx3816034000,2026-04-08 18:45:58,0,
0129879818-0395,xxxxx2610896000,2026-04-08 18:45:58,0,
0129879818-0398,xxxxx1721620000,2026-04-08 18:45:58,0,
0129879818-0394,xxxxx6046461000,2026-04-08 18:45:58,0,
0129879818-0393,xxxxx8479397000,2026-04-08 18:45:58,0,
31894499-0615,xxxxx8601915000,2026-04-08 18:44:04,0,
31894499-0613,xxxxx9933512000,2026-04-08 18:44:04,0,
31894499-0611,xxxxx1035979000,2026-04-08 18:44:04,0,
31894499-0610,xxxxx1026993000,2026-04-08 18:44:04,0,
31894499-0579,xxxxx7595050000,2026-04-08 18:44:03,0,
31894499-0605,xxxxx0234713000,2026-04-08 18:44:03,0,
15536946-0280,xxxxx7217206000,2026-04-08 18:39:41,1,Изменил решение о покупке/Товар не подошёл
15536946-0280,xxxxx7217205000,2026-04-08 18:39:41,1,Изменил решение о покупке/Товар не подошёл
15536946-0280,xxxxx7217208000,2026-04-08 18:39:41,1,Изменил решение о покупке/Товар не подошёл
15536946-0280,xxxxx7217207000,2026-04-08 18:39:41,1,Проблемы с качеством товара (брак товара)
15536946-0280,xxxxx7211101000,2026-04-08 18:39:41,1,Изменил решение о покупке/Товар не подошёл
15536946-0280,xxxxx7217202000,2026-04-08 18:39:41,1,Изменил решение о покупке/Товар не подошёл
15536946-0282,xxxxx1406068000,2026-04-08 18:39:41,0,
15536946-0278,xxxxx1038051000,2026-04-08 18:39:41,0,
15536946-0280,xxxxx7217224000,2026-04-08 18:39:40,0,
15536946-0279,xxxxx7116157000,2026-04-08 18:39:40,0,
15536946-0281,xxxxx3616879000,2026-04-08 18:39:40,0,
15536946-0281,xxxxx3618297000,2026-04-08 18:39:40,0,
15536946-0281,xxxxx3616882000,2026-04-08 18:39:40,0,
0189178679-0157,xxxxx6105169000,2026-04-08 18:12:06,0,
0189178679-0149,xxxxx1231069000,2026-04-08 18:12:06,0,
0189178679-0132,xxxxx0638716000,2026-04-08 18:12:06,0,
0127696182-0077,xxxxx4401301000,2026-04-08 18:09:11,0,
66188280-0080,xxxxx7966802000,2026-04-08 17:56:57,0,
66188280-0080,xxxxx7968941000,2026-04-08 17:56:57,0,
66188280-0079,xxxxx8992970000,2026-04-08 17:56:57,0,
66188280-0078,xxxxx8650897000,2026-04-08 17:56:57,0,
91895796-0190,xxxxx6003154000,2026-04-08 17:50:53,0,
89997057-0097,xxxxx0910764000,2026-04-08 17:45:00,0,
51601267-0114,xxxxx9746814000,2026-04-08 17:41:04,0,
51601267-0117,xxxxx1675372000,2026-04-08 17:41:04,0,
51601267-0118,xxxxx4058888000,2026-04-08 17:41:04,0,
51601267-0115,xxxxx9505295000,2026-04-08 17:41:04,0,
51601267-0116,xxxxx1526504000,2026-04-08 17:41:04,0,
14356640-0130,xxxxx1589304000,2026-04-08 17:40:03,0,
14356640-0127,xxxxx1271816000,2026-04-08 17:38:52,0,
0147099867-0128,xxxxx7837326000,2026-04-08 17:15:30,0,
0147099867-0129,xxxxx0180350000,2026-04-08 17:15:30,0,
45024801-0107,xxxxx7990438000,2026-04-08 16:41:59,0,
45024801-0108,xxxxx5584735000,2026-04-08 16:41:59,0,
45024801-0108,xxxxx5585507000,2026-04-08 16:41:59,0,
45024801-0108,xxxxx5585508000,2026-04-08 16:41:59,0,
0128923930-0082,xxxxx8356990000,2026-04-08 16:33:57,0,
61828249-0285,xxxxx8808602000,2026-04-08 16:23:48,0,
61828249-0277,xxxxx9365533000,2026-04-08 16:23:48,0,
47404186-0246,xxxxx0257613000,2026-04-08 15:59:31,0,
47404186-0246,xxxxx0256255000,2026-04-08 15:59:31,0,
47404186-0246,xxxxx0257606000,2026-04-08 15:59:31,0,
59152100-0145,xxxxx3614997000,2026-04-08 14:38:18,0,
50397350-0205,xxxxx4789762000,2026-04-08 14:29:16,0,
50397350-0204,xxxxx8116019000,2026-04-08 14:29:16,0,
50397350-0181,xxxxx4405574000,2026-04-08 14:29:15,0,
44863504-0336,xxxxx2857191000,2026-04-08 14:05:57,0,
0129879818-0397,xxxxx6650341000,2026-04-08 13:40:57,0,
0145622682-0015,xxxxx6478265000,2026-04-08 13:35:46,1,Изменил решение о покупке/Товар не подошёл
51093669-0072,xxxxx7358424000,2026-04-08 13:29:42,0,
98510198-0095,xxxxx8565858000,2026-04-08 12:09:09,1,Изменил решение о покупке/Товар не подошёл
33480656-0179,xxxxx2150556000,2026-04-08 12:06:34,0,
93301556-0379,xxxxx0668460000,2026-04-08 11:54:31,0,
93301556-0379,xxxxx0667244000,2026-04-08 11:54:31,0,
93301556-0379,xxxxx0667245000,2026-04-08 11:54:31,0,
93301556-0379,xxxxx0667245000,2026-04-08 11:54:31,0,
93301556-0386,xxxxx6541182000,2026-04-08 11:54:31,0,
93301556-0376,xxxxx1071922000,2026-04-08 11:54:31,0,
93301556-0376,xxxxx1071922000,2026-04-08 11:54:31,0,
93301556-0385,xxxxx3245471000,2026-04-08 11:54:31,0,
66188280-0077,xxxxx7147840000,2026-04-08 11:50:44,1,Изменил решение о покупке/Товар не подошёл
0123514118-0111,xxxxx3256894000,2026-04-08 11:49:53,1,Отказ клиента при передаче
0126181911-0233,xxxxx5764532000,2026-04-08 11:01:43,0,
03191621-0502,xxxxx9548547000,2026-04-08 10:45:38,0,
03191621-0502,xxxxx9548547000,2026-04-08 10:45:38,0,
03191621-0502,xxxxx9548547000,2026-04-08 10:45:38,0,
03191621-0502,xxxxx9548547000,2026-04-08 10:45:38,0,
03191621-0514,xxxxx0634157000,2026-04-08 10:45:38,0,
03191621-0517,xxxxx0849360000,2026-04-08 10:45:38,0,
03191621-0515,xxxxx9939149000,2026-04-08 10:45:38,1,Изменил решение о покупке/Товар не подошёл
51152997-0212,xxxxx9969218000,2026-04-08 09:33:26,0,
51152997-0212,xxxxx9969218000,2026-04-08 09:33:26,0,
51152997-0212,xxxxx9969218000,2026-04-08 09:33:26,0,
51152997-0210,xxxxx1524768000,2026-04-08 09:33:26,0,
51152997-0210,xxxxx1524768000,2026-04-08 09:33:26,0,
51152997-0210,xxxxx1524774000,2026-04-08 09:33:26,0,
51152997-0210,xxxxx1524774000,2026-04-08 09:33:26,0,
51152997-0214,xxxxx1230047000,2026-04-08 09:33:26,0,
51152997-0214,xxxxx1230047000,2026-04-08 09:33:26,0,
51152997-0214,xxxxx1230047000,2026-04-08 09:33:26,0,
51152997-0214,xxxxx1230047000,2026-04-08 09:33:26,0,
51152997-0214,xxxxx1230047000,2026-04-08 09:33:26,0,
0177153700-0023,xxxxx3921408000,2026-04-07 20:45:05,1,Изменил решение о покупке/Товар не подошёл
50803788-0123,xxxxx9865494000,2026-04-07 20:40:19,0,
0137130693-0049,xxxxx3287583000,2026-04-07 20:31:11,0,
85094710-0040,xxxxx7998886000,2026-04-07 20:26:18,1,Изменил решение о покупке/Товар не подошёл
85094710-0040,xxxxx7998885000,2026-04-07 20:26:18,0,
85094710-0039,xxxxx5469508000,2026-04-07 20:26:18,1,Изменил решение о покупке/Товар не подошёл
17616161-0059,xxxxx3866378000,2026-04-07 20:06:21,0,
17616161-0059,xxxxx3866379000,2026-04-07 20:06:21,0,
17616161-0059,xxxxx3866377000,2026-04-07 20:06:21,0,
0120335968-0264,xxxxx3541365000,2026-04-07 20:03:55,0,
0120335968-0253,xxxxx1510399000,2026-04-07 20:03:55,0,
0120335968-0247,xxxxx0833634000,2026-04-07 20:03:55,0,
0120335968-0262,xxxxx4035217000,2026-04-07 20:03:55,0,
0120335968-0254,xxxxx2904297000,2026-04-07 20:03:55,0,
0120335968-0252,xxxxx4402440000,2026-04-07 20:03:55,0,
0120335968-0263,xxxxx0820074000,2026-04-07 20:03:55,0,
0120335968-0261,xxxxx9505180000,2026-04-07 20:03:55,0,
0120335968-0256,xxxxx7910784000,2026-04-07 20:03:55,0,
0120335968-0259,xxxxx1725446000,2026-04-07 20:03:55,0,
0120335968-0230,xxxxx0045279000,2026-04-07 20:03:55,0,
23914647-0068,xxxxx9357621000,2026-04-07 20:01:06,0,
23914647-0068,xxxxx9357621000,2026-04-07 20:01:06,0,
23914647-0068,xxxxx9357621000,2026-04-07 20:01:06,0,
0105896255-0102,xxxxx4596273000,2026-04-07 19:53:44,0,
0237214054-0004,xxxxx3062729000,2026-04-07 19:36:45,0,
0237214054-0004,xxxxx3063599000,2026-04-07 19:36:45,0,
39904143-0157,xxxxx9441760000,2026-04-07 19:24:53,0,
39904143-0157,xxxxx9441759000,2026-04-07 19:24:53,0,
39904143-0157,xxxxx9441761000,2026-04-07 19:24:53,0,
39904143-0157,xxxxx9441757000,2026-04-07 19:24:53,0,
39904143-0160,xxxxx4976481000,2026-04-07 19:24:53,0,
39904143-0160,xxxxx4977273000,2026-04-07 19:24:53,0,
39904143-0159,xxxxx9096114000,2026-04-07 19:24:53,0,
36158866-0039,xxxxx2452013000,2026-04-07 19:17:28,0,
35879894-0034,xxxxx2926731000,2026-04-07 19:14:28,0,
35879894-0033,xxxxx2400623000,2026-04-07 19:14:27,1,Проблемы с качеством товара (брак товара)
0146917091-0156,xxxxx9283336000,2026-04-07 19:07:56,0,
0146917091-0159,xxxxx8769212000,2026-04-07 19:07:56,0,
0146917091-0160,xxxxx8770278000,2026-04-07 19:07:56,0,
89997057-0098,xxxxx1090085000,2026-04-07 18:59:51,0,
65927862-0456,xxxxx9552207000,2026-04-07 18:55:07,0,
51447277-0031,xxxxx7980492000,2026-04-07 18:55:03,0,
47763717-0238,xxxxx2199753000,2026-04-07 18:54:24,0,
47763717-0240,xxxxx2878839000,2026-04-07 18:54:24,0,
64814703-0455,xxxxx8137529000,2026-04-07 18:54:16,1,Изменил решение о покупке/Товар не подошёл
64814703-0455,xxxxx8137534000,2026-04-07 18:54:16,1,Изменил решение о покупке/Товар не подошёл
64814703-0455,xxxxx8137528000,2026-04-07 18:54:16,1,Изменил решение о покупке/Товар не подошёл
64814703-0451,xxxxx8104158000,2026-04-07 18:54:16,0,
64814703-0455,xxxxx8138882000,2026-04-07 18:54:16,0,
64814703-0452,xxxxx2983204000,2026-04-07 18:54:16,0,
64814703-0454,xxxxx6782041000,2026-04-07 18:54:16,0,
64814703-0454,xxxxx1277153000,2026-04-07 18:54:16,0,
64814703-0454,xxxxx6779988000,2026-04-07 18:54:16,0,
64814703-0454,xxxxx6781949000,2026-04-07 18:54:16,0,
64814703-0454,xxxxx6781947000,2026-04-07 18:54:16,0,
64814703-0454,xxxxx0589264000,2026-04-07 18:54:16,0,
64814703-0457,xxxxx1442429000,2026-04-07 18:54:16,0,
52636281-0174,xxxxx7948954000,2026-04-07 18:47:01,0,
55438597-0101,xxxxx0302780000,2026-04-07 18:39:43,0,
55438597-0104,xxxxx4647495000,2026-04-07 18:39:43,0,
55438597-0099,xxxxx6046647000,2026-04-07 18:39:43,1,Изменил решение о покупке/Товар не подошёл
55438597-0103,xxxxx6639738000,2026-04-07 18:39:43,0,
55438597-0105,xxxxx2633918000,2026-04-07 18:39:43,0,
55438597-0099,xxxxx6046649000,2026-04-07 18:39:43,0,
55438597-0099,xxxxx6046650000,2026-04-07 18:39:43,0,
55438597-0102,xxxxx6089295000,2026-04-07 18:39:43,0,
55438597-0100,xxxxx0310595000,2026-04-07 18:39:43,1,Изменил решение о покупке/Товар не подошёл
55438597-0100,xxxxx0308964000,2026-04-07 18:39:43,1,Изменил решение о покупке/Товар не подошёл
55438597-0098,xxxxx7713230000,2026-04-07 18:39:43,0,
0118576091-0535,xxxxx9274562000,2026-04-07 18:31:09,0,
85559726-0136,xxxxx3804114000,2026-04-07 18:29:41,0,
85559726-0137,xxxxx5394846000,2026-04-07 18:29:41,0,
49651061-0160,xxxxx2726107000,2026-04-07 18:10:00,0,
49651061-0162,xxxxx5033014000,2026-04-07 18:10:00,0,
58779901-0090,xxxxx0873671000,2026-04-07 18:09:43,0,
58779901-0093,xxxxx8366861000,2026-04-07 18:08:58,0,
49001475-0217,xxxxx1374378000,2026-04-07 18:04:30,0,
49001475-0217,xxxxx1374377000,2026-04-07 18:04:30,0,
55084581-0209,xxxxx4176852000,2026-04-07 16:50:50,0,
55084581-0215,xxxxx5810291000,2026-04-07 16:50:50,0,
0134640794-0002,xxxxx7785573000,2026-04-07 16:48:05,0,
0134640794-0001,xxxxx5220788000,2026-04-07 16:48:04,0,
0134640794-0003,xxxxx1061926000,2026-04-07 16:48:04,0,
51545990-0385,xxxxx9675146000,2026-04-07 16:26:01,0,
51545990-0384,xxxxx8776503000,2026-04-07 16:26:01,0,
51545990-0380,xxxxx8209151000,2026-04-07 16:26:01,0,
51545990-0380,xxxxx8209152000,2026-04-07 16:26:00,0,
51545990-0380,xxxxx8209150000,2026-04-07 16:26:00,0,
57688971-0163,xxxxx3432711000,2026-04-07 15:24:03,0,
38334299-0443,xxxxx6342546000,2026-04-07 13:44:15,0,
65733794-0329,xxxxx1000391000,2026-04-07 13:40:14,0,
55659211-0028,xxxxx0970055000,2026-04-07 13:06:24,0,
55659211-0031,xxxxx4425363000,2026-04-07 13:06:24,0,
55659211-0027,xxxxx2149627000,2026-04-07 13:06:24,0,
98510198-0094,xxxxx7242880000,2026-04-07 12:17:59,0,
47187045-0325,xxxxx3375523000,2026-04-07 10:24:53,0,
47187045-0328,xxxxx0410161000,2026-04-07 10:24:52,0,
47187045-0327,xxxxx8526088000,2026-04-07 10:24:52,0,
47187045-0326,xxxxx9121496000,2026-04-07 10:24:52,0,
47187045-0322,xxxxx6400995000,2026-04-07 10:24:51,0,
47187045-0322,xxxxx6400995000,2026-04-07 10:24:51,0,
0123957589-0076,xxxxx7648910000,2026-04-06 20:48:28,0,
0123957589-0075,xxxxx7642127000,2026-04-06 20:48:28,0,
0123957589-0077,xxxxx6608378000,2026-04-06 20:48:28,0,
0123957589-0080,xxxxx2052161000,2026-04-06 20:48:28,0,
0163304184-0138,xxxxx9966411000,2026-04-06 20:41:59,0,
0163304184-0138,xxxxx9964690000,2026-04-06 20:41:59,0,
0163304184-0121,xxxxx2041920000,2026-04-06 20:41:59,0,
94649943-0190,xxxxx0544628000,2026-04-06 20:41:21,1,Изменил решение о покупке/Товар не подошёл
69698591-0034,xxxxx1900571000,2026-04-06 20:34:16,0,
69698591-0035,xxxxx7636944000,2026-04-06 20:34:16,0,
59170355-0106,xxxxx1020322000,2026-04-06 20:21:27,0,
59170355-0106,xxxxx1023040000,2026-04-06 20:21:27,0,
59170355-0106,xxxxx1020323000,2026-04-06 20:21:27,0,
0151219954-0103,xxxxx5783242000,2026-04-06 20:16:55,0,
06469732-0225,xxxxx0974545000,2026-04-06 19:53:18,1,Изменил решение о покупке/Товар не подошёл
06469732-0225,xxxxx0969224000,2026-04-06 19:53:18,0,
06469732-0224,xxxxx7254291000,2026-04-06 19:53:18,1,Изменил решение о покупке/Товар не подошёл
06469732-0218,xxxxx2125806000,2026-04-06 19:53:18,0,
0164910579-0062,xxxxx9563083000,2026-04-06 19:51:44,0,
0133022527-0227,xxxxx7627620000,2026-04-06 19:45:31,0,
0133022527-0235,xxxxx7730609000,2026-04-06 19:45:31,0,
51152997-0211,xxxxx2780046000,2026-04-06 19:44:55,0,
51152997-0210,xxxxx1524769000,2026-04-06 19:44:55,0,
51152997-0213,xxxxx1554346000,2026-04-06 19:44:55,0,
51152997-0213,xxxxx1554346000,2026-04-06 19:44:55,0,
51152997-0213,xxxxx1554346000,2026-04-06 19:44:55,0,
51152997-0213,xxxxx1554346000,2026-04-06 19:44:55,0,
51152997-0213,xxxxx1554346000,2026-04-06 19:44:55,0,
51152997-0204,xxxxx0246311000,2026-04-06 19:44:54,0,
51152997-0204,xxxxx0246311000,2026-04-06 19:44:54,0,
0102705589-0034,xxxxx7135906000,2026-04-06 19:42:04,0,
0228125036-0008,xxxxx9054209000,2026-04-06 19:39:46,0,
0228125036-0008,xxxxx9050470000,2026-04-06 19:39:46,0,
0228125036-0013,xxxxx1785940000,2026-04-06 19:39:46,0,
0228125036-0011,xxxxx6719103000,2026-04-06 19:39:46,0,
51972586-1252,xxxxx1687342000,2026-04-06 19:09:25,0,
51972586-1252,xxxxx1682742000,2026-04-06 19:09:25,0,
51972586-1252,xxxxx1682741000,2026-04-06 19:09:25,0,
51972586-1252,xxxxx1682740000,2026-04-06 19:09:25,0,
51972586-1253,xxxxx2555966000,2026-04-06 19:09:25,0,
31894499-0606,xxxxx5456484000,2026-04-06 19:06:22,0,
31894499-0606,xxxxx5456479000,2026-04-06 19:06:22,0,
31894499-0607,xxxxx8548603000,2026-04-06 19:06:22,0,
38586460-0146,xxxxx9844337000,2026-04-06 19:05:38,0,
38586460-0143,xxxxx5599894000,2026-04-06 19:05:38,0,
38586460-0144,xxxxx1512457000,2026-04-06 19:05:37,0,
40842785-0254,xxxxx5243841000,2026-04-06 18:58:49,0,
0147970752-0098,xxxxx3665755000,2026-04-06 18:56:29,0,
0147970752-0095,xxxxx4639770000,2026-04-06 18:56:29,0,
50934074-0058,xxxxx7901730000,2026-04-06 18:51:14,0,
65927862-0454,xxxxx2341379000,2026-04-06 18:49:23,0,
46631815-0959,xxxxx5928681000,2026-04-06 18:42:03,0,
46631815-0956,xxxxx5175826000,2026-04-06 18:42:03,0,
46631815-0957,xxxxx3897797000,2026-04-06 18:42:03,0,
46631815-0960,xxxxx8999733000,2026-04-06 18:42:03,0,
0177153700-0022,xxxxx0082124000,2026-04-06 18:09:43,1,Привезли другой товар
0118576091-0533,xxxxx2197659000,2026-04-06 18:04:34,0,
0118576091-0532,xxxxx3982609000,2026-04-06 18:04:34,0,
16190022-0543,xxxxx1478901000,2026-04-06 18:00:49,0,
16190022-0544,xxxxx3287476000,2026-04-06 18:00:49,0,
16190022-0541,xxxxx2761072000,2026-04-06 18:00:49,0,
16190022-0549,xxxxx2640431000,2026-04-06 18:00:49,0,
51233141-0608,xxxxx2338995000,2026-04-06 17:56:22,0,
51233141-0604,xxxxx1817780000,2026-04-06 17:56:22,0,
51233141-0607,xxxxx0136196000,2026-04-06 17:56:22,0,
51233141-0607,xxxxx0137959000,2026-04-06 17:56:22,0,
51233141-0592,xxxxx9205866000,2026-04-06 17:56:22,1,Изменил решение о покупке/Товар не подошёл
76160766-1043,xxxxx7146496000,2026-04-06 17:44:45,0,
31210898-0393,xxxxx4576855000,2026-04-06 17:41:36,0,
31210898-0395,xxxxx3131842000,2026-04-06 17:41:36,0,
89834813-0170,xxxxx7110180000,2026-04-06 17:41:05,1,Изменил решение о покупке/Товар не подошёл
89834813-0170,xxxxx7110179000,2026-04-06 17:41:05,0,
89834813-0172,xxxxx9060651000,2026-04-06 17:41:05,0,
0143279608-0076,xxxxx6164503000,2026-04-06 17:36:11,0,
0143279608-0075,xxxxx1768244000,2026-04-06 17:36:11,0,
58779901-0090,xxxxx0866939000,2026-04-06 17:35:43,1,Изменил решение о покупке/Товар не подошёл
58779901-0091,xxxxx9535828000,2026-04-06 17:35:43,0,
58779901-0091,xxxxx9536803000,2026-04-06 17:35:43,0,
58779901-0090,xxxxx0873667000,2026-04-06 17:35:43,0,
58779901-0090,xxxxx0873670000,2026-04-06 17:35:43,0,
58779901-0090,xxxxx0873669000,2026-04-06 17:35:43,0,
0151265090-0123,xxxxx5026722000,2026-04-06 17:22:55,0,
33881234-0523,xxxxx3908327000,2026-04-06 17:03:42,0,
33881234-0522,xxxxx1760667000,2026-04-06 17:03:42,0,
33881234-0521,xxxxx0059404000,2026-04-06 17:03:42,0,
33881234-0517,xxxxx9365532000,2026-04-06 17:03:42,0,
33881234-0520,xxxxx1135058000,2026-04-06 17:03:42,0,
33881234-0519,xxxxx9822926000,2026-04-06 17:03:42,1,Изменил решение о покупке/Товар не подошёл
33881234-0527,xxxxx8368805000,2026-04-06 17:03:41,0,
33881234-0524,xxxxx4642898000,2026-04-06 17:03:41,0,
33881234-0526,xxxxx7111366000,2026-04-06 17:03:41,0,
0133022527-0231,xxxxx5366697000,2026-04-06 16:42:08,0,
0133022527-0234,xxxxx3295953000,2026-04-06 16:42:08,0,
0133022527-0230,xxxxx2505429000,2026-04-06 16:42:08,0,
0133022527-0228,xxxxx9249137000,2026-04-06 16:42:08,0,
0133022527-0228,xxxxx9815679000,2026-04-06 16:42:08,0,
50211064-0769,xxxxx5210458000,2026-04-06 15:54:59,0,
0171880517-0067,xxxxx3761677000,2026-04-06 15:51:23,0,
0171880517-0067,xxxxx3761677000,2026-04-06 15:51:23,0,
0171880517-0068,xxxxx2715550000,2026-04-06 15:51:23,0,
0191136426-0032,xxxxx3268706000,2026-04-06 14:06:24,0,
0191136426-0032,xxxxx3268707000,2026-04-06 14:06:24,0,
0191136426-0032,xxxxx3271081000,2026-04-06 14:06:24,0,
0191136426-0032,xxxxx3271092000,2026-04-06 14:06:24,0,
0191136426-0029,xxxxx4067875000,2026-04-06 14:06:24,1,Изменил решение о покупке/Товар не подошёл
0191136426-0032,xxxxx3271093000,2026-04-06 14:06:24,1,Изменил решение о покупке/Товар не подошёл
18476893-0115,xxxxx2728027000,2026-04-06 13:58:38,0,
0248497624-0002,xxxxx5065170000,2026-04-06 13:11:38,1,Изменил решение о покупке/Товар не подошёл
0126181911-0233,xxxxx5764533000,2026-04-06 13:09:49,0,
0126181911-0232,xxxxx0619961000,2026-04-06 13:09:49,0,
0126181911-0234,xxxxx1228202000,2026-04-06 13:09:49,0,
78033896-0085,xxxxx5220760000,2026-04-06 12:45:50,0,
78033896-0088,xxxxx3508515000,2026-04-06 12:45:49,0,
78033896-0086,xxxxx5369103000,2026-04-06 12:45:49,0,
78033896-0086,xxxxx5369117000,2026-04-06 12:45:49,0,
